Enrollmentno,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,choice10
E5781,C4000-IT,C3998-IT,C8743-CSE,C9143-EC,C6416-ME,C6679-EC,C4953-ME,C2342-EE,C6679-IC,C7906-CH
E3274,C4070-ME,C7198-IT,C2558-ME,C1899-EC,C3971-ME,C9143-ME,C4695-ME,C2511-CH,C1674-CH,C9557-ICT
E3877,C9225-ME,C5532-ME,C8405-ME,C9896-EC,C5207-ME,C4885-EC,C5989-EC,C3397-IC,C9225-ICT,C8813-EE
E4010,C7128-IT,C9277-ME,C7466-ME,C8743-ME,C7937-ME,C2642-EC,C9769-EC,C1899-CH,C6416-EE,C1961-CH
E6274,C9751-ME,C1961-ME,C2558-CSE,C1902-EC,C3232-ME,C3973-ME,C9739-ME,C7906-EE,C4566-EE,C1961-CH
E9357,C6525-IT,C3305-ME,C3305-IT,C8198-ME,C5583-ME,C9416-ME,C2051-EC,C4000-CH,C6525-ICT,C2165-ICT
E3243,C5602-ME,C4083-IT,C5302-ME,C5602-ME,C5602-ME,C4515-EC,C2000-ME,C8203-EE,C2921-IC,C3397-IC
E7231,C5479-CSE,C2642-ME,C8403-CSE,C3971-ME,C8772-EC,C4885-EC,C9769-EC,C6706-EE,C9277-CH,C2000-CH
E6177,C5019-IT,C9277-IT,C4515-IT,C2511-ME,C7479-ME,C3900-EC,C4953-EC,C4515-CH,C3900-CH,C2000-EE
E7782,C2165-CSE,C2051-CSE,C3971-CSE,C9590-EC,C6073-EC,C8203-ME,C7466-ME,C9739-ICT,C5479-EE,C3397-ICT
E4135,C4695-ME,C2511-ME,C6073-EC,C1961-EC,C4566-ME,C2642-ME,C7748-EC,C1902-ICT,C7748-IC,C3305-EE
E1440,C2062-CSE,C5049-IT,C9557-ME,C9225-ME,C4885-EC,C8405-EC,C6792-ME,C5717-CH,C6679-CH,C4515-EE
E7700,C7906-ME,C4695-IT,C2165-EC,C4922-ME,C6301-ME,C2996-ME,C3998-EC,C9751-ICT,C7748-ICT,C1745-ICT
E2399,C9356-ME,C8743-CSE,C8405-EC,C1961-EC,C8405-EC,C5302-EC,C8813-EC,C1648-ICT,C9277-EE,C4566-CH
E7433,C2342-ME,C3397-CSE,C5049-ME,C8611-ME,C9416-ME,C4070-EC,C9416-ME,C5049-CH,C3971-EE,C2642-ICT
E1385,C9670-ME,C7134-CSE,C9225-ME,C1902-ME,C6073-EC,C5602-EC,C5583-ME,C9225-IC,C6706-IC,C2996-IC
E2064,C9080-ME,C8198-ME,C1902-IT,C4566-ME,C6706-ME,C9670-ME,C9751-ME,C9590-IC,C2062-IC,C6416-IC
E2733,C8403-CSE,C5848-ME,C6525-IT,C7937-EC,C7343-ME,C2051-ME,C3998-ME,C4650-EE,C6792-ICT,C3232-CH
E4593,C9846-ME,C7134-IT,C3305-EC,C1899-ME,C5848-ME,C2002-ME,C6525-EC,C3799-CH,C6416-ICT,C6706-CH
E2363,C9356-CSE,C9038-CSE,C2000-IT,C3973-ME,C9670-ME,C5848-EC,C8426-ME,C8200-EE,C5848-ICT,C5132-ICT
E6803,C7071-ME,C5583-ME,C4695-CSE,C2062-ME,C3900-EC,C1961-EC,C8426-ME,C2000-CH,C7479-ICT,C2051-EE
E7449,C6073-IT,C4695-CSE,C8611-ME,C8426-ME,C6073-EC,C7151-EC,C2002-ME,C7951-CH,C8405-EE,C4953-CH
E7780,C5302-CSE,C7951-ME,C1902-ME,C5989-ME,C3971-ME,C8203-EC,C9038-EC,C1282-ICT,C9080-CH,C4650-EE
E5754,C3998-CSE,C1745-ME,C7951-ME,C4070-EC,C7479-ME,C7151-EC,C5989-ME,C6792-IC,C1745-ICT,C3799-ICT
E4282,C1282-ME,C2996-ME,C3232-CSE,C5588-ME,C6525-ME,C7198-ME,C1648-ME,C6301-EE,C3232-EE,C8426-CH
E3738,C8611-IT,C5588-CSE,C2002-ME,C4922-EC,C9896-EC,C5302-EC,C9751-EC,C5302-IC,C6073-ICT,C5602-IC
E6965,C5132-IT,C9277-CSE,C9277-IT,C7151-ME,C2165-EC,C8403-EC,C4515-EC,C3973-EE,C5848-IC,C1902-ICT
E4503,C8743-IT,C2002-CSE,C1745-ME,C3305-EC,C9670-ME,C5302-EC,C1282-ME,C5989-ICT,C8198-EE,C1961-ICT
E7078,C6706-ME,C5049-IT,C2342-ME,C1961-ME,C8405-EC,C2511-ME,C9751-ME,C8611-CH,C5583-IC,C7906-IC
E7616,C3397-ME,C2002-CSE,C5602-ME,C6792-ME,C9143-ME,C7479-ME,C2642-ME,C8852-IC,C1674-ICT,C7466-ICT
E2749,C9143-CSE,C9080-IT,C3998-ME,C3900-ME,C3973-ME,C9225-ME,C3971-ME,C2458-CH,C3397-EE,C5724-ICT
E9142,C8203-ME,C8203-IT,C9080-EC,C5602-ME,C8200-EC,C3232-ME,C6416-ME,C5532-ICT,C5207-IC,C3973-IC
E4656,C9557-ME,C8426-ME,C9557-IT,C7071-ME,C7343-ME,C7951-ME,C7134-ME,C8198-EE,C2458-IC,C3998-EE
E1351,C2165-CSE,C9080-CSE,C4070-CSE,C8198-ME,C6525-ME,C8200-ME,C8426-EC,C8426-ICT,C1648-CH,C6792-IC
E7841,C2921-IT,C7466-ME,C9769-EC,C1902-ME,C9769-ME,C4695-ME,C9356-EC,C9739-CH,C3900-CH,C8405-EE
E4055,C5532-CSE,C9896-IT,C4922-IT,C3998-EC,C5602-EC,C3305-ME,C7466-ME,C8198-ICT,C8426-CH,C6792-EE
E0433,C9896-IT,C6698-IT,C1899-ME,C2996-ME,C2000-ME,C5602-ME,C4070-EC,C5049-IC,C3971-EE,C5602-ICT
E7212,C9225-ME,C8611-CSE,C9896-IT,C9277-ME,C9080-ME,C2165-ME,C3397-EC,C8743-EE,C3397-CH,C5532-ICT
E3784,C9356-ME,C4695-ME,C5583-ME,C6698-ME,C7906-ME,C4083-ME,C9356-EC,C4852-CH,C5602-IC,C6525-EE
E6031,C6301-IT,C5848-IT,C5989-EC,C2547-ME,C1902-ME,C6525-ME,C9896-ME,C6792-CH,C4083-ICT,C3973-IC
E8751,C4070-ME,C4566-ME,C5049-ME,C4650-ME,C1282-ME,C3305-EC,C8198-EC,C8198-IC,C3900-ICT,C5588-CH
E4153,C7151-ME,C5049-IT,C2062-EC,C9896-EC,C7128-ME,C9769-EC,C9038-EC,C4000-CH,C8405-IC,C3397-EE
E8526,C8198-CSE,C5207-IT,C5583-EC,C1648-EC,C9080-ME,C2642-EC,C9590-ME,C9846-ICT,C9120-ICT,C1899-CH
E5976,C4070-CSE,C7748-CSE,C2002-EC,C3397-ME,C8405-EC,C2165-ME,C3998-EC,C3305-IC,C7128-CH,C9277-EE
E0592,C7343-IT,C5588-CSE,C2002-EC,C4922-ME,C9120-ME,C2002-ME,C4650-EC,C5019-IC,C4000-EE,C2062-IC
E6444,C7343-CSE,C8743-IT,C6698-ME,C2511-ME,C7071-ME,C6073-ME,C9356-EC,C9670-ICT,C9670-EE,C7343-EE
E5420,C5019-ME,C7198-CSE,C9670-CSE,C3971-ME,C9120-ME,C6706-EC,C8611-ME,C6698-CH,C6698-CH,C4000-CH
E5862,C3998-ME,C3998-CSE,C7479-EC,C8405-ME,C7198-ME,C6416-ME,C3305-ME,C4852-ICT,C8203-ICT,C7951-CH
E9093,C9080-IT,C9846-IT,C4515-IT,C3799-EC,C3397-ME,C1282-ME,C8403-EC,C5019-CH,C9356-IC,C6792-IC
E1189,C2000-IT,C6679-IT,C6706-ME,C2921-ME,C6301-ME,C8743-ME,C9590-EC,C9225-ICT,C1961-ICT,C9769-IC
E5474,C9590-CSE,C2000-ME,C2062-IT,C2165-EC,C6301-ME,C9557-ME,C9769-EC,C6792-ICT,C5532-IC,C6416-ICT
E4781,C4566-ME,C9120-ME,C1648-CSE,C2511-ME,C8405-EC,C7128-ME,C4566-ME,C7071-IC,C3305-EE,C8203-CH
E1525,C5207-IT,C5479-IT,C3397-ME,C5019-ME,C3397-EC,C6792-EC,C4070-ME,C6792-CH,C9769-EE,C3971-ICT
E0272,C1282-IT,C3799-CSE,C4885-EC,C7479-ME,C3998-EC,C3305-EC,C3305-ME,C5132-EE,C7134-CH,C3900-IC
E1211,C5049-IT,C4922-ME,C4852-IT,C9038-EC,C5848-ME,C9356-EC,C7134-ME,C3971-EE,C8198-CH,C9225-ICT
E8870,C6698-CSE,C9225-IT,C4922-EC,C3305-ME,C8772-ME,C9416-ME,C4070-EC,C2558-IC,C7906-CH,C8405-ICT
E7494,C6792-IT,C7151-ME,C9277-ME,C5588-ME,C6792-EC,C9590-EC,C7479-EC,C2051-ICT,C1902-ICT,C5532-CH
E3060,C6525-IT,C2165-IT,C2002-ME,C4650-ME,C9896-ME,C7937-ME,C9670-EC,C7343-EE,C7134-ICT,C3900-EE
E4126,C9277-IT,C1899-CSE,C4922-CSE,C6525-EC,C7151-EC,C9751-EC,C7951-ME,C4852-ICT,C5848-IC,C4083-ICT
E9605,C1745-ME,C6706-IT,C4922-ME,C7937-EC,C7479-EC,C6416-ME,C5019-EC,C4070-ICT,C2458-IC,C6525-EE
E9578,C9670-ME,C2458-CSE,C5848-ME,C6301-ME,C8203-ME,C5588-EC,C1745-EC,C3973-EE,C2342-ICT,C5479-CH
E9804,C7466-CSE,C7128-ME,C9277-CSE,C1961-EC,C9769-ME,C7906-ME,C2165-EC,C2342-ICT,C5049-EE,C1674-IC
E1242,C9846-IT,C6525-ME,C4885-IT,C3900-EC,C2642-ME,C8203-ME,C2062-EC,C9557-IC,C9080-CH,C3998-EE
E4819,C5207-ME,C5588-ME,C3900-ME,C8405-ME,C6706-ME,C8405-ME,C1961-ME,C1745-ICT,C4852-EE,C7128-ICT
E4440,C7479-IT,C3900-CSE,C6073-EC,C5207-ME,C4070-ME,C2458-EC,C8403-EC,C9225-IC,C5049-CH,C9356-ICT
E1409,C1899-IT,C2062-IT,C6301-ME,C2000-ME,C9080-ME,C2558-ME,C7151-ME,C1282-IC,C2062-IC,C8200-ICT
E4542,C3799-CSE,C2000-ME,C2000-IT,C8426-ME,C5588-ME,C4083-EC,C5602-EC,C7951-EE,C2996-EE,C5049-CH
E6655,C7134-CSE,C4695-IT,C9670-IT,C3232-ME,C2642-EC,C2342-ME,C7151-EC,C1745-ICT,C9557-ICT,C1282-ICT
E4361,C4922-ME,C8426-IT,C2547-ME,C5532-ME,C7479-ME,C9751-ME,C5602-EC,C4070-IC,C5989-IC,C9416-EE
E7055,C8743-ME,C4922-IT,C4000-EC,C4070-EC,C7071-ME,C6706-ME,C8743-EC,C9120-ICT,C7906-EE,C3305-EE
E5727,C2458-IT,C4083-ME,C4515-EC,C1902-ME,C3397-EC,C7748-ME,C5848-ME,C1961-CH,C2342-EE,C2921-CH
E7481,C8203-IT,C7134-ME,C5132-EC,C5019-EC,C7151-EC,C9557-ME,C3397-ME,C9143-EE,C9751-ICT,C9846-EE
E6855,C4953-ME,C9038-CSE,C7343-ME,C3900-EC,C2996-EC,C6706-ME,C1961-EC,C2458-EE,C9670-EE,C6073-IC
E6174,C4852-ME,C3998-CSE,C7748-CSE,C9670-ME,C3998-EC,C5207-EC,C9670-EC,C6525-CH,C1282-EE,C9225-EE
E7122,C4070-ME,C4852-ME,C9751-IT,C6525-ME,C3397-ME,C6679-EC,C3998-EC,C2002-EE,C5207-IC,C7128-ICT
E6104,C9356-ME,C2165-CSE,C6301-CSE,C4953-ME,C7466-ME,C6679-ME,C5302-EC,C2511-EE,C4695-CH,C1899-EE
E7681,C8403-IT,C4922-IT,C4083-ME,C4953-EC,C6698-ME,C9846-ME,C7128-EC,C4000-IC,C9356-CH,C7479-IC
E0011,C7951-ME,C2642-ME,C8813-CSE,C2051-EC,C5588-ME,C5848-ME,C8198-EC,C8813-EE,C8426-IC,C6698-EE
E8153,C9080-CSE,C3397-CSE,C5602-EC,C8403-EC,C9590-ME,C6073-ME,C7128-EC,C6679-IC,C5717-ICT,C1902-EE
E6915,C7466-ME,C8426-IT,C8772-ME,C2342-EC,C6706-EC,C9080-ME,C6679-ME,C5724-EE,C2996-ICT,C9143-ICT
E5160,C3971-CSE,C9038-CSE,C7951-IT,C6416-ME,C6525-EC,C4922-EC,C4922-ME,C9038-EE,C2342-IC,C2002-ICT
E3057,C7937-ME,C6706-IT,C8852-CSE,C2558-EC,C8611-ME,C4083-ME,C7128-ME,C3971-ICT,C8852-ICT,C4566-EE
E9159,C1648-ME,C1282-IT,C2558-ME,C2342-ME,C9751-EC,C4953-ME,C7951-ME,C5724-EE,C7128-EE,C8813-CH
E9312,C4083-ME,C9557-ME,C8426-IT,C1961-ME,C2996-EC,C9277-ME,C9896-ME,C9590-IC,C2062-EE,C2996-ICT
E6371,C1648-IT,C7134-ME,C9416-ME,C5019-EC,C9080-ME,C5989-EC,C8426-EC,C2511-EE,C1282-EE,C9769-CH
E0196,C1674-CSE,C3971-ME,C8198-ME,C2165-EC,C6416-ME,C9277-ME,C7466-EC,C5588-CH,C1648-CH,C4922-ICT
E3741,C5019-IT,C3232-ME,C5588-ME,C8405-EC,C9416-EC,C2342-EC,C9557-ME,C1648-IC,C7128-ICT,C7951-CH
E0099,C6416-ME,C9751-ME,C7479-ME,C8743-ME,C9356-ME,C6073-EC,C4083-EC,C3397-EE,C6073-IC,C7479-IC
E3282,C2165-CSE,C2921-IT,C2342-EC,C3998-EC,C2165-ME,C8813-EC,C1899-ME,C8611-ICT,C8200-IC,C9751-ICT
E3958,C1899-ME,C7937-ME,C9416-EC,C4885-EC,C8203-ME,C9670-ME,C9143-EC,C5717-IC,C8200-EE,C4695-ICT
E1555,C5588-ME,C4695-IT,C9080-ME,C3305-ME,C4000-EC,C2002-ME,C5302-ME,C9590-CH,C9670-CH,C6416-CH
E4039,C9670-IT,C2511-ME,C3971-CSE,C7071-ME,C2921-EC,C7343-EC,C1745-EC,C7134-CH,C3971-ICT,C7151-CH
E7900,C3305-IT,C4953-CSE,C2000-IT,C6073-ME,C8813-EC,C3232-ME,C5583-EC,C5717-IC,C5588-CH,C7071-ICT
E0607,C8813-CSE,C7198-CSE,C2558-CSE,C5588-ME,C6525-ME,C7479-ME,C4000-EC,C2642-CH,C2051-EE,C9590-CH
E7698,C2051-IT,C9896-IT,C4852-ME,C5049-ME,C2642-ME,C7951-ME,C9120-ME,C6792-EE,C4070-IC,C4566-CH
E6870,C5583-CSE,C8403-IT,C9356-CSE,C2062-ME,C9896-ME,C3232-EC,C8405-EC,C9120-EE,C7071-ICT,C9896-CH
E8898,C4695-ME,C8203-CSE,C7151-ME,C2062-EC,C9080-ME,C3799-EC,C7937-ME,C8611-ICT,C7479-ICT,C4000-IC
E2485,C8772-ME,C1648-IT,C6525-EC,C2642-EC,C9590-EC,C4070-EC,C5848-EC,C5588-ICT,C9769-ICT,C8200-CH
E0439,C5602-ME,C3397-IT,C7479-EC,C6073-ME,C3971-EC,C7151-EC,C9670-EC,C5302-EE,C2921-EE,C7466-CH
E5004,C4566-CSE,C9356-IT,C6301-ME,C9670-ME,C5207-EC,C4083-ME,C3973-ME,C5019-IC,C8813-CH,C8426-ICT
E1231,C6416-CSE,C2996-CSE,C7343-CSE,C4953-EC,C1745-ME,C9590-ME,C6792-ME,C2000-EE,C2342-EE,C3900-CH
E5091,C7151-CSE,C5049-IT,C7906-ME,C7748-EC,C7937-ME,C7134-ME,C1899-ME,C9590-ICT,C6792-ICT,C8198-CH
E0634,C5532-CSE,C4695-IT,C3971-ME,C9143-EC,C9769-EC,C8200-EC,C9590-EC,C2642-CH,C9769-CH,C9120-CH
E0444,C3973-ME,C2996-IT,C7951-ME,C1745-ME,C2342-ME,C5848-EC,C6525-EC,C2062-EE,C2458-EE,C9846-IC
E8636,C3971-ME,C2165-ME,C9080-IT,C9769-ME,C5848-ME,C1902-ME,C4070-ME,C9080-ICT,C9896-ICT,C6073-IC
E2931,C6301-IT,C3305-ME,C4953-ME,C2511-EC,C9080-EC,C8813-EC,C8772-EC,C7134-ICT,C9225-IC,C4000-EE
E3612,C2051-CSE,C3799-IT,C7748-EC,C7343-EC,C5588-ME,C5602-EC,C6525-ME,C6706-CH,C8198-EE,C8772-IC
E7664,C8200-CSE,C3973-ME,C9846-IT,C8772-ME,C1899-EC,C3900-EC,C9356-EC,C7343-EE,C3397-CH,C5132-IC
E9138,C3799-CSE,C8772-IT,C3305-ME,C3900-EC,C3232-ME,C5019-EC,C9590-EC,C1674-ICT,C5532-ICT,C9846-EE
E3725,C1648-CSE,C4000-IT,C8403-IT,C9590-EC,C9356-EC,C8426-EC,C2458-EC,C7071-EE,C2996-ICT,C6073-ICT
E8326,C5479-CSE,C9080-CSE,C7128-ME,C1899-ME,C7937-EC,C5848-EC,C4650-ME,C3900-EE,C3397-IC,C1902-ICT
E9197,C9356-CSE,C9143-CSE,C4070-ME,C1745-EC,C9557-ME,C4083-EC,C9080-ME,C9896-ICT,C8200-EE,C5602-EE
E9087,C9739-CSE,C7151-IT,C7937-EC,C9277-EC,C2062-EC,C8403-EC,C5019-ME,C9356-CH,C2642-CH,C1902-EE
E0758,C6073-IT,C8611-ME,C2921-ME,C4885-EC,C6416-ME,C3232-ME,C6525-EC,C4083-ICT,C2547-EE,C2558-EE
E9085,C6706-CSE,C5989-ME,C5479-IT,C6706-EC,C7151-EC,C1899-ME,C3397-ME,C5724-EE,C4566-CH,C4922-EE
E4916,C9356-CSE,C8852-IT,C6073-ME,C7343-ME,C9277-EC,C8611-ME,C7937-ME,C2558-EE,C4000-EE,C8198-EE
E3544,C2062-CSE,C3397-ME,C6679-ME,C9277-EC,C1961-EC,C7466-ME,C3998-ME,C9038-CH,C2051-EE,C2051-CH
E5364,C5132-IT,C5588-ME,C9143-EC,C4922-ME,C7134-ME,C8203-ME,C4650-EC,C9896-EE,C4566-IC,C2921-ICT
E0263,C4695-ME,C9277-ME,C3971-IT,C4953-EC,C2000-ME,C4083-ME,C4515-EC,C7937-CH,C9739-ICT,C7134-IC
E8546,C7951-CSE,C7198-IT,C5588-ME,C2002-ME,C4695-ME,C3232-ME,C1961-EC,C5302-EE,C2558-ICT,C3973-EE
E3652,C3232-CSE,C7128-CSE,C3973-ME,C2642-EC,C4515-EC,C4852-ME,C7151-EC,C9846-IC,C6792-ICT,C9846-EE
E3694,C3971-IT,C9416-CSE,C8743-CSE,C9751-EC,C2342-ME,C9670-ME,C8772-ME,C1902-ICT,C9143-CH,C5479-IC
E8038,C8772-CSE,C9038-CSE,C1902-IT,C2165-EC,C5207-EC,C6792-EC,C8426-EC,C1899-EE,C7951-EE,C7937-IC
E6401,C5019-IT,C6525-CSE,C9080-IT,C8772-EC,C1899-ME,C2558-ME,C3998-EC,C4515-ICT,C2458-EE,C3305-IC
E6592,C2996-ME,C2051-ME,C4083-EC,C4083-EC,C7071-ME,C9225-ME,C7748-ME,C5989-IC,C1674-IC,C9739-CH
E8210,C9846-ME,C9277-IT,C8203-ME,C4070-EC,C2165-EC,C9143-ME,C5588-ME,C2062-IC,C7466-ICT,C9590-ICT
E8135,C4852-CSE,C3973-ME,C8203-ME,C9416-ME,C9277-ME,C2062-ME,C9739-ME,C1282-ICT,C5583-IC,C9277-CH
E4432,C1282-IT,C2511-IT,C2002-CSE,C4070-ME,C3232-EC,C7951-ME,C2558-ME,C8611-EE,C7128-IC,C5049-IC
E5548,C9143-CSE,C8198-ME,C2547-ME,C9670-EC,C2051-EC,C9356-EC,C5207-ME,C7343-ICT,C1899-IC,C3973-CH
E8766,C4695-ME,C2547-ME,C9769-ME,C9038-EC,C1282-ME,C7906-ME,C8198-ME,C4852-ICT,C8852-ICT,C5049-IC
E0546,C7343-IT,C5049-IT,C4922-IT,C2342-EC,C2062-EC,C8203-EC,C2051-ME,C6792-ICT,C9751-EE,C7937-IC
E8882,C4885-IT,C9557-ME,C7343-EC,C2642-EC,C8405-ME,C7748-EC,C5019-EC,C9143-CH,C5588-CH,C2511-ICT
E4833,C6706-IT,C9143-ME,C2642-EC,C8203-ME,C6792-ME,C8405-EC,C2642-ME,C9120-IC,C8200-CH,C7151-CH
E1329,C2342-IT,C2062-CSE,C8403-EC,C2511-EC,C2342-ME,C2002-ME,C9277-ME,C6525-ICT,C2165-CH,C7937-ICT
E3448,C6706-IT,C8203-ME,C3900-CSE,C8426-EC,C9416-ME,C8611-ME,C8403-EC,C4650-EE,C8200-ICT,C3305-IC
E8507,C8203-CSE,C6525-ME,C9590-ME,C9846-ME,C1899-ME,C6301-ME,C9225-ME,C7343-ICT,C8203-CH,C5479-EE
E7374,C3973-CSE,C5989-ME,C5848-EC,C6792-EC,C1902-ME,C2165-ME,C8772-EC,C7937-ICT,C5588-ICT,C9356-ICT
E6180,C9416-ME,C2062-IT,C4885-CSE,C1648-ME,C1961-ME,C5583-EC,C8200-ME,C8852-ICT,C9670-ICT,C7906-CH
E4527,C3305-IT,C8743-IT,C2000-CSE,C1902-EC,C4695-ME,C5019-ME,C9670-ME,C1899-EE,C3799-IC,C9038-CH
E7959,C9739-ME,C2642-ME,C4000-EC,C1745-ME,C5302-ME,C1648-ME,C4922-ME,C8743-EE,C8403-CH,C4852-ICT
E7064,C8405-ME,C7343-ME,C9277-ME,C8813-EC,C7343-ME,C2002-ME,C2921-EC,C8405-IC,C4650-ICT,C9769-IC
E6575,C7748-CSE,C2642-IT,C5207-ME,C7128-EC,C8200-ME,C7937-EC,C8813-EC,C1282-ICT,C8813-ICT,C2642-IC
E9348,C2558-CSE,C9143-CSE,C9225-ME,C9277-ME,C1282-ME,C5588-ME,C3305-ME,C2921-ICT,C9739-IC,C9356-ICT
E6325,C1282-ME,C7479-CSE,C5602-IT,C2547-ME,C2921-ME,C8405-ME,C8426-EC,C8405-IC,C8813-ICT,C6792-ICT
E2132,C8198-ME,C2000-CSE,C2342-ME,C8198-EC,C1899-EC,C9143-EC,C6706-EC,C5583-EE,C7466-IC,C7479-ICT
E8303,C5602-ME,C8405-CSE,C7134-IT,C2062-EC,C5302-ME,C8198-EC,C7906-ME,C5207-IC,C5019-ICT,C9225-ICT
E5650,C7951-IT,C8743-IT,C1899-IT,C5602-ME,C5019-ME,C6679-ME,C4922-EC,C5989-EE,C4885-CH,C7466-IC
E5035,C4070-CSE,C6679-IT,C7198-CSE,C1648-EC,C7071-ME,C9769-ME,C1961-ME,C5302-IC,C9590-IC,C2921-ICT
E9390,C2051-ME,C5049-IT,C2511-EC,C2000-ME,C8772-ME,C6301-ME,C5532-ME,C5019-ICT,C2002-EE,C4000-EE
E5981,C1899-ME,C3973-CSE,C4695-IT,C1648-ME,C8203-ME,C8198-EC,C4885-EC,C5602-IC,C6525-CH,C9896-IC
E9649,C6792-ME,C9416-CSE,C4953-ME,C5602-EC,C5207-EC,C3232-ME,C1902-ME,C7479-ICT,C4953-EE,C9120-ICT
E8411,C5989-IT,C4953-CSE,C2000-CSE,C5989-ME,C9277-EC,C6698-ME,C1745-ME,C9590-CH,C3900-IC,C5848-IC
E5738,C4515-IT,C7466-CSE,C5989-EC,C7937-ME,C5602-EC,C8405-ME,C1745-EC,C5532-IC,C6525-IC,C5479-CH
E7783,C9557-CSE,C7128-IT,C8772-ME,C9080-EC,C3900-ME,C9670-EC,C2342-ME,C6679-IC,C7951-EE,C7128-CH
E9236,C5302-IT,C3998-IT,C9080-EC,C7343-EC,C1745-EC,C8198-ME,C3973-ME,C9557-CH,C5989-EE,C3799-IC
E2620,C7134-ME,C6416-ME,C6073-ME,C2558-EC,C5989-ME,C7748-EC,C3998-EC,C5019-IC,C4566-ICT,C4000-IC
E3459,C7479-IT,C9557-IT,C5583-EC,C5132-EC,C6525-ME,C6525-ME,C2458-EC,C8426-IC,C5207-ICT,C3397-EE
E3098,C6525-CSE,C7134-IT,C2051-EC,C3971-ME,C9739-ME,C7937-ME,C3305-EC,C2051-EE,C6416-EE,C5479-EE
E3097,C7343-CSE,C3971-ME,C6698-ME,C8200-EC,C1745-EC,C6525-ME,C3305-EC,C7937-CH,C7937-IC,C7128-ICT
E2091,C1745-IT,C2062-ME,C2051-ME,C3971-ME,C4515-EC,C7343-EC,C3900-EC,C8426-ICT,C2165-ICT,C1899-CH
E5912,C6792-IT,C6706-IT,C9080-EC,C3232-EC,C8200-EC,C4922-ME,C3998-EC,C2547-CH,C7198-EE,C6525-EE
E0752,C7748-ME,C8611-CSE,C9846-ME,C4885-EC,C4922-ME,C2642-EC,C9557-ME,C1282-IC,C7748-IC,C5724-EE
E7908,C7937-CSE,C2996-CSE,C9356-IT,C7071-ME,C6706-ME,C6073-ME,C1902-ME,C7906-CH,C6416-ICT,C6073-IC
E6600,C4852-CSE,C8611-CSE,C2342-IT,C2558-EC,C5602-EC,C6679-EC,C6698-ME,C9356-EE,C8198-IC,C8852-CH
E6788,C9670-IT,C9143-CSE,C9080-CSE,C6792-EC,C7198-ME,C5848-EC,C9769-EC,C9277-IC,C5717-CH,C2000-CH
E2660,C8743-CSE,C6301-IT,C7748-ME,C5848-ME,C9356-ME,C2342-ME,C8426-ME,C7466-IC,C6679-CH,C8200-ICT
E5681,C1902-IT,C5532-ME,C7466-EC,C5132-EC,C9896-EC,C2642-ME,C7198-ME,C6301-CH,C4953-CH,C9143-IC
E7871,C9557-ME,C1648-IT,C9080-CSE,C4000-EC,C2062-EC,C9143-EC,C5207-EC,C9670-ICT,C7198-EE,C6706-CH
E0385,C8198-ME,C8743-ME,C2642-ME,C7128-EC,C5302-ME,C5588-EC,C9416-ME,C4566-ICT,C7748-ICT,C5532-ICT
E9039,C3900-CSE,C8772-ME,C9416-EC,C7343-EC,C7151-EC,C9277-ME,C9751-EC,C8198-EE,C4852-CH,C5479-IC
E2288,C5602-ME,C9896-CSE,C2458-EC,C9356-EC,C6698-ME,C1899-EC,C7479-ME,C7128-IC,C9080-CH,C3998-IC
E0080,C7198-ME,C8743-ME,C2921-ME,C2921-ME,C5989-EC,C6073-ME,C9120-ME,C5132-IC,C8403-EE,C5302-EE
E3191,C5532-CSE,C2547-ME,C3305-EC,C9751-ME,C1902-ME,C3397-EC,C2458-EC,C4650-ICT,C5049-IC,C5724-CH
E4681,C9225-ME,C6698-IT,C4650-ME,C1745-ME,C7937-EC,C9670-EC,C6698-ME,C3900-EE,C9670-IC,C2996-EE
E4690,C7937-ME,C4070-ME,C2165-ME,C2642-EC,C3397-EC,C9896-ME,C7479-EC,C4083-ICT,C5724-EE,C2051-ICT
E6760,C5848-IT,C4852-ME,C7134-CSE,C4000-EC,C7466-ME,C4650-ME,C9557-ME,C5302-IC,C9143-ICT,C2000-ICT
E6630,C4566-ME,C4695-ME,C3397-IT,C1648-EC,C9769-ME,C3397-EC,C4515-EC,C9670-EE,C3799-IC,C5019-ICT
E4235,C3973-CSE,C1282-IT,C2921-IT,C7748-EC,C1282-ME,C2642-EC,C8198-EC,C6073-IC,C1902-CH,C6792-ICT
E9738,C8426-ME,C3900-CSE,C7071-ME,C5019-ME,C4515-EC,C9751-ME,C6792-ME,C9120-EE,C7466-ICT,C2062-IC
E5852,C5602-IT,C7128-IT,C5848-EC,C9739-ME,C1899-EC,C7343-EC,C2062-ME,C8743-EE,C6792-IC,C9557-ICT
E6877,C6706-ME,C3397-CSE,C8743-EC,C1899-EC,C9225-ME,C6073-ME,C7937-ME,C7151-CH,C7151-ICT,C3900-IC
E3128,C2342-IT,C5049-IT,C4566-ME,C4953-ME,C7151-EC,C4953-EC,C6792-EC,C8203-ICT,C4000-ICT,C2000-CH
E5953,C9038-CSE,C8611-CSE,C9120-ME,C8772-EC,C8405-EC,C4922-ME,C8403-EC,C3397-IC,C6525-EE,C4000-IC
E2923,C7134-CSE,C1902-IT,C1961-IT,C3971-ME,C4695-ME,C3397-ME,C2062-ME,C9739-ICT,C2000-ICT,C2000-ICT
