Enrollmentno,sub1,sub2,sub3,sub4,sub5,Total,Rank
E7950,82,48,74,54,82,340,5993
E2024,100,91,42,53,54,340,5994
E8614,41,100,57,59,83,340,5995
E1882,89,55,79,42,75,340,5996
E3072,70,43,73,80,74,340,5997
E1742,83,59,79,48,71,340,5998
E0140,51,87,99,57,46,340,5999
E5284,69,83,82,46,60,340,6000
E7275,45,88,79,61,67,340,6001
E3699,51,98,71,56,64,340,6002
E0133,44,67,89,66,74,340,6003
E1318,61,45,52,95,87,340,6004
E9552,68,54,62,85,71,340,6005
E4364,65,89,66,47,73,340,6006
E0306,74,48,51,70,97,340,6007
E8524,97,52,63,87,41,340,6008
E0426,77,47,70,68,78,340,6009
E3003,100,44,41,57,98,340,6010
E4067,55,52,76,94,63,340,6011
E2154,97,80,53,48,62,340,6012
E3665,72,84,57,82,45,340,6013
E7525,77,58,55,65,85,340,6014
E8489,47,68,94,88,43,340,6015
E8920,68,59,64,58,91,340,6016
E4986,69,84,52,86,49,340,6017
E1135,87,85,60,48,60,340,6018
E7720,88,43,40,75,94,340,6019
E3915,70,73,86,57,54,340,6020
E4835,61,87,73,56,63,340,6021
E0206,98,79,60,60,43,340,6022
E9050,65,89,79,58,49,340,6023
E3654,58,65,79,66,72,340,6024
E0549,48,52,45,97,98,340,6025
E0539,58,66,46,92,78,340,6026
E7817,94,45,52,55,94,340,6027
E8818,56,89,48,63,84,340,6028
E2372,73,62,67,96,42,340,6029
E7812,54,95,72,65,54,340,6030
E1526,66,76,98,56,44,340,6031
E9066,72,76,42,93,57,340,6032
E5393,54,69,56,76,85,340,6033
E3744,64,76,92,54,54,340,6034
E8419,50,57,54,80,99,340,6035
E6276,77,86,45,50,82,340,6036
E1570,86,43,49,78,84,340,6037
E3302,45,64,45,98,88,340,6038
E0593,50,78,61,97,54,340,6039
E1269,94,69,47,60,70,340,6040
E5465,46,91,47,76,80,340,6041
E6172,67,55,76,68,74,340,6042
E5106,82,62,78,47,71,340,6043
E7285,81,56,53,85,65,340,6044
E0775,56,98,67,51,68,340,6045
E9342,65,80,49,90,56,340,6046
E1803,67,45,81,82,65,340,6047
E4553,43,95,83,75,44,340,6048
E2344,82,63,82,56,57,340,6049
E6152,92,42,67,41,98,340,6050
E0187,81,60,90,47,62,340,6051
E1722,87,64,88,54,47,340,6052
E1998,76,51,92,52,69,340,6053
E5827,93,49,42,61,95,340,6054
E4180,44,83,78,66,69,340,6055
E5605,66,74,59,98,43,340,6056
E2939,55,51,67,98,69,340,6057
E7602,85,73,86,42,54,340,6058
E7702,84,48,41,86,81,340,6059
E6858,60,89,56,63,72,340,6060
E3299,55,69,81,49,86,340,6061
E2451,79,85,54,82,40,340,6062
E4573,44,88,52,56,100,340,6063
E6136,77,75,55,44,89,340,6064
E9811,64,61,72,98,45,340,6065
E1829,56,83,93,58,50,340,6066
E2937,65,100,58,52,65,340,6067
E5263,48,74,92,69,57,340,6068
E6502,57,76,56,51,100,340,6069
E7993,99,64,48,80,49,340,6070
E5055,80,90,49,41,80,340,6071
E0126,60,53,88,80,59,340,6072
E2520,43,58,78,98,63,340,6073
E3112,57,60,61,99,63,340,6074
E5374,45,89,76,50,80,340,6075
E4175,65,56,89,64,66,340,6076
E8263,89,73,58,43,77,340,6077
E3791,65,46,77,54,98,340,6078
E4157,47,53,51,92,97,340,6079
E9168,65,93,40,79,63,340,6080
E2779,57,64,87,82,50,340,6081
E9741,53,79,46,65,97,340,6082
E7191,69,78,70,66,57,340,6083
E8372,90,81,43,60,66,340,6084
E2439,65,62,90,56,67,340,6085
E2151,95,100,43,54,48,340,6086
E6141,46,88,90,43,73,340,6087
E2349,74,41,54,73,97,339,6088
E3041,99,79,43,60,58,339,6089
E1627,60,45,91,50,93,339,6090
E0019,59,76,96,61,47,339,6091
E7620,76,81,62,53,67,339,6092
E7160,53,89,55,78,64,339,6093
E7749,98,95,59,40,47,339,6094
E3403,42,66,83,57,91,339,6095
E7233,55,100,72,53,59,339,6096
E2433,79,51,67,62,80,339,6097
E2294,64,61,71,67,76,339,6098
E7314,70,50,78,78,63,339,6099
E8948,82,45,100,40,72,339,6100
E4922,59,84,81,64,51,339,6101
E6010,64,54,89,45,87,339,6102
E3186,44,46,84,92,73,339,6103
E1296,60,62,79,60,78,339,6104
E1091,54,84,81,75,45,339,6105
E9554,41,95,45,64,94,339,6106
E3716,70,42,81,55,91,339,6107
E5375,63,89,64,40,83,339,6108
E5639,74,40,88,69,68,339,6109
E3747,69,67,41,67,95,339,6110
E7487,85,44,63,99,48,339,6111
E6335,72,91,69,66,41,339,6112
E6448,98,41,50,82,68,339,6113
E1914,99,72,74,50,44,339,6114
E2702,74,73,69,44,79,339,6115
E1197,52,94,68,71,54,339,6116
E5112,49,73,41,94,82,339,6117
E2084,85,47,50,68,89,339,6118
E8664,61,86,92,58,42,339,6119
E5967,65,49,96,44,85,339,6120
E5713,71,68,50,57,93,339,6121
E2546,69,77,74,60,59,339,6122
E2536,61,45,68,80,85,339,6123
E3678,85,88,70,42,54,339,6124
E8837,81,68,49,66,75,339,6125
E3255,51,67,67,86,68,339,6126
E0232,80,88,69,41,61,339,6127
E3634,58,44,96,88,53,339,6128
E2197,52,78,74,93,42,339,6129
E8116,76,40,69,93,61,339,6130
E0218,98,42,46,89,64,339,6131
E5272,85,49,95,49,61,339,6132
E6665,61,72,99,62,45,339,6133
E6750,86,77,53,57,66,339,6134
E4571,52,79,98,55,55,339,6135
E6828,69,76,57,83,54,339,6136
E9101,61,64,95,48,71,339,6137
E0804,41,67,78,54,99,339,6138
E1230,50,87,61,49,92,339,6139
E9444,46,75,89,59,70,339,6140
E2519,44,85,83,62,65,339,6141
E6324,66,58,75,40,100,339,6142
E5479,76,57,54,63,89,339,6143
E8735,68,100,63,49,59,339,6144
E5833,64,68,40,72,95,339,6145
E5675,61,64,72,43,99,339,6146
E9111,43,81,67,53,95,339,6147
E3455,49,52,81,68,89,339,6148
E1999,45,96,55,69,74,339,6149
E7968,59,65,45,84,86,339,6150
E3952,80,84,45,89,41,339,6151
E5084,43,79,96,68,53,339,6152
E2799,77,46,64,52,100,339,6153
E7887,51,80,59,60,89,339,6154
E9318,90,55,64,42,88,339,6155
E6076,93,47,90,57,52,339,6156
E1369,86,51,79,60,63,339,6157
E1376,77,51,57,93,61,339,6158
E7765,60,69,44,70,96,339,6159
E6942,48,71,94,74,52,339,6160
E6095,75,70,41,60,93,339,6161
E7386,82,57,70,70,60,339,6162
E4053,71,94,53,60,61,339,6163
E9938,56,58,61,91,73,339,6164
E4518,78,51,56,85,69,339,6165
E1598,43,71,55,77,93,339,6166
E2233,68,43,76,88,64,339,6167
E9375,77,55,82,82,43,339,6168
E8806,51,86,77,60,65,339,6169
E0628,81,50,95,45,68,339,6170
E3249,86,44,73,47,89,339,6171
E9572,78,80,69,67,45,339,6172
E7943,52,86,66,52,83,339,6173
E0505,59,86,70,78,46,339,6174
E0443,64,48,88,88,51,339,6175
E0701,94,86,66,40,53,339,6176
E7874,67,48,70,77,77,339,6177
E9225,78,69,50,68,74,339,6178
E3925,89,52,100,43,55,339,6179
E7003,46,86,47,92,68,339,6180
E9965,66,58,55,84,75,338,6181
E5617,54,76,51,80,77,338,6182
E2565,67,44,63,84,80,338,6183
E7924,71,73,94,45,55,338,6184
E2380,94,52,53,95,44,338,6185
E2870,81,40,98,73,46,338,6186
E2721,44,63,89,93,49,338,6187
E5161,69,91,70,49,59,338,6188
E4725,52,41,73,91,81,338,6189
E6871,60,57,46,89,86,338,6190
E5488,55,57,52,99,75,338,6191
E4159,57,88,70,75,48,338,6192
E8977,49,48,75,80,86,338,6193
E6446,78,64,58,84,54,338,6194
E9187,66,60,44,73,95,338,6195
E9953,54,80,55,49,100,338,6196
E7282,66,73,72,46,81,338,6197
E0483,44,76,98,70,50,338,6198
E6159,49,53,100,92,44,338,6199
E0397,64,90,58,71,55,338,6200
E4566,54,76,68,65,75,338,6201
E6621,83,81,62,69,43,338,6202
E1817,69,100,43,43,83,338,6203
E5761,60,54,73,95,56,338,6204
E4198,54,99,66,65,54,338,6205
E1406,80,50,78,83,47,338,6206
E0455,50,55,67,74,92,338,6207
E2292,62,75,53,100,48,338,6208
E8785,89,68,47,78,56,338,6209
E7530,65,84,46,58,85,338,6210
E6259,40,65,72,100,61,338,6211
E0907,40,70,87,88,53,338,6212
E4500,74,61,45,92,66,338,6213
E3826,91,62,95,49,41,338,6214
E9042,67,89,86,47,49,338,6215
E9044,72,63,47,95,61,338,6216
E7937,49,79,91,72,47,338,6217
E4296,43,46,75,75,99,338,6218
E6595,62,52,79,64,81,338,6219
E5685,88,50,75,47,78,338,6220
E6248,93,78,70,48,49,338,6221
E6474,54,75,51,77,81,338,6222
E7180,61,86,68,78,45,338,6223
E4967,47,40,76,85,90,338,6224
E3278,77,51,60,61,89,338,6225
E4154,83,74,46,50,85,338,6226
E8994,71,54,80,46,87,338,6227
E8795,62,58,64,56,98,338,6228
E5355,52,90,61,70,65,338,6229
E9485,55,80,99,52,52,338,6230
E4347,69,56,60,95,58,338,6231
E1206,60,92,51,93,42,338,6232
E1964,49,73,49,79,88,338,6233
E9769,45,74,63,78,78,338,6234
E1011,93,49,91,53,52,338,6235
E9740,55,73,52,68,90,338,6236
E1404,46,91,42,65,94,338,6237
E2289,98,90,42,51,57,338,6238
E9222,53,90,100,41,54,338,6239
E7220,72,92,40,72,62,338,6240
E0909,58,88,59,89,44,338,6241
E2442,71,82,56,58,71,338,6242
E8710,55,84,82,63,54,338,6243
E4377,85,48,63,43,99,338,6244
E0210,68,42,71,90,67,338,6245
E4404,46,75,69,88,60,338,6246
E8381,64,63,77,43,91,338,6247
E3325,55,86,75,54,68,338,6248
E0843,66,89,55,82,46,338,6249
E9674,52,58,87,53,88,338,6250
E8855,49,86,100,58,45,338,6251
E9909,96,51,87,42,62,338,6252
E3661,73,81,45,68,71,338,6253
E4873,79,97,48,71,43,338,6254
E2624,48,81,73,86,50,338,6255
E7266,93,68,49,88,40,338,6256
E2837,54,70,66,85,63,338,6257
E8995,49,46,99,85,59,338,6258
E6697,95,40,53,70,80,338,6259
E1203,63,57,79,48,91,338,6260
E9702,40,89,63,89,57,338,6261
E8832,41,96,90,48,63,338,6262
E7037,40,91,64,88,55,338,6263
E0267,51,100,85,51,51,338,6264
E1844,65,43,49,98,83,338,6265
E4807,100,45,85,63,45,338,6266
E6865,75,41,44,98,80,338,6267
E6623,63,58,62,86,68,337,6268
E3401,46,66,61,73,91,337,6269
E6346,55,87,86,49,60,337,6270
E9416,68,42,96,62,69,337,6271
E0609,80,62,46,80,69,337,6272
E2156,59,60,51,87,80,337,6273
E4741,65,40,61,100,71,337,6274
E2907,55,85,68,74,55,337,6275
E3535,95,61,57,55,69,337,6276
E7138,76,58,46,78,79,337,6277
E9247,69,40,84,49,95,337,6278
E7764,49,49,86,87,66,337,6279
E7451,60,58,51,72,96,337,6280
E0291,53,73,95,44,72,337,6281
E0409,44,84,96,54,59,337,6282
E5720,72,40,82,59,84,337,6283
E9901,42,71,74,97,53,337,6284
E5692,57,59,100,78,43,337,6285
E1642,45,88,84,73,47,337,6286
E1098,99,68,67,61,42,337,6287
E7931,52,88,96,46,55,337,6288
E7130,48,87,43,80,79,337,6289
E8604,48,87,81,66,55,337,6290
E9540,78,88,62,68,41,337,6291
E7515,51,85,51,63,87,337,6292
E0578,45,72,80,64,76,337,6293
E1731,53,66,87,49,82,337,6294
E6673,58,94,45,70,70,337,6295
E6084,97,83,54,49,54,337,6296
E1631,52,44,89,96,56,337,6297
E3672,60,46,83,98,50,337,6298
E8644,84,55,91,62,45,337,6299
E0835,53,60,97,44,83,337,6300
E8089,55,61,66,80,75,337,6301
E0923,52,56,56,89,84,337,6302
E7297,45,49,77,94,72,337,6303
E2883,51,46,83,70,87,337,6304
E5823,51,91,73,59,63,337,6305
E8823,69,65,59,88,56,337,6306
E3076,60,40,77,71,89,337,6307
E5900,80,85,65,61,46,337,6308
E0892,53,77,71,94,42,337,6309
E4628,95,59,47,42,94,337,6310
E5776,73,93,54,53,64,337,6311
E7778,47,76,65,85,64,337,6312
E9734,74,71,100,51,41,337,6313
E3827,86,46,99,44,62,337,6314
E4802,42,89,42,88,76,337,6315
E9037,41,54,79,67,96,337,6316
E4025,54,58,47,85,93,337,6317
E2462,89,66,53,85,44,337,6318
E3271,58,57,83,50,89,337,6319
E6357,46,78,79,75,59,337,6320
E8723,63,52,89,84,49,337,6321
E3355,87,74,66,51,59,337,6322
E0935,99,44,48,80,66,337,6323
E3485,64,75,44,62,92,337,6324
E7502,51,99,63,57,67,337,6325
E5792,49,75,64,53,96,337,6326
E0354,66,42,99,64,66,337,6327
E2556,40,86,74,83,54,337,6328
E6341,54,45,44,97,97,337,6329
E1657,71,66,44,100,56,337,6330
E1438,56,76,88,40,77,337,6331
E4466,49,75,76,80,57,337,6332
E9471,53,69,88,48,79,337,6333
E5661,57,59,73,97,51,337,6334
E5383,45,93,62,97,40,337,6335
E9977,100,59,72,61,45,337,6336
E2965,66,89,46,96,40,337,6337
E6457,58,76,45,58,100,337,6338
E5739,74,83,65,42,73,337,6339
E4955,81,47,81,74,54,337,6340
E9462,86,64,43,75,69,337,6341
E3919,77,52,95,70,43,337,6342
E1481,58,97,44,71,67,337,6343
E5538,65,89,79,51,53,337,6344
E0069,99,73,49,45,71,337,6345
E5144,75,89,43,74,56,337,6346
E8390,97,40,44,93,63,337,6347
E9874,69,98,59,54,57,337,6348
E8420,69,87,68,63,50,337,6349
E3362,68,52,55,89,73,337,6350
E4633,44,71,57,81,84,337,6351
E0792,47,67,64,64,95,337,6352
E1028,63,75,56,47,96,337,6353
E9632,73,93,47,66,58,337,6354
E5377,67,49,61,88,72,337,6355
E8702,65,40,78,54,100,337,6356
E3297,52,90,94,41,60,337,6357
E8554,89,41,65,54,88,337,6358
E1951,48,98,85,40,66,337,6359
E7461,99,65,67,56,50,337,6360
E8389,61,82,61,68,65,337,6361
E2727,78,44,43,97,75,337,6362
E8607,92,65,78,49,53,337,6363
E0621,42,89,40,84,82,337,6364
E6016,45,74,48,75,95,337,6365
E4156,54,74,48,74,87,337,6366
E9248,83,57,83,72,42,337,6367
E7559,66,68,53,63,87,337,6368
E3819,57,76,70,89,45,337,6369
E9384,89,66,52,67,63,337,6370
E4345,47,75,100,46,69,337,6371
E7876,56,61,89,53,78,337,6372
E1696,42,70,71,60,94,337,6373
E7066,77,73,45,55,86,336,6374
E8130,84,44,80,42,86,336,6375
E4747,98,52,50,55,81,336,6376
E1767,60,73,45,67,91,336,6377
E9812,57,78,85,55,61,336,6378
E9722,58,67,60,65,86,336,6379
E8211,79,45,51,97,64,336,6380
E0989,95,56,60,54,71,336,6381
E9102,100,49,86,61,40,336,6382
E7372,59,81,40,74,82,336,6383
E4836,88,62,50,69,67,336,6384
E6956,58,72,58,66,82,336,6385
E5610,60,93,64,49,70,336,6386
E7330,63,95,85,51,42,336,6387
E2756,45,72,92,45,82,336,6388
E5602,47,88,64,49,88,336,6389
E4299,42,50,100,75,69,336,6390
E6949,51,52,96,42,95,336,6391
E8266,79,47,41,95,74,336,6392
E2086,84,76,57,65,54,336,6393
E3869,53,81,89,58,55,336,6394
E5245,44,68,82,56,86,336,6395
E6182,44,94,96,43,59,336,6396
E6322,67,58,50,92,69,336,6397
E6809,95,52,54,83,52,336,6398
E8671,90,45,80,69,52,336,6399
E5324,55,58,55,86,82,336,6400
E6560,77,83,76,43,57,336,6401
E9188,87,93,48,62,46,336,6402
E4940,76,48,77,66,69,336,6403
E5108,67,90,50,74,55,336,6404
E1760,48,62,50,78,98,336,6405
E8376,74,61,58,65,78,336,6406
E0425,82,62,79,69,44,336,6407
E9365,88,55,53,44,96,336,6408
E5865,46,47,56,89,98,336,6409
E6556,88,92,51,50,55,336,6410
E2792,52,72,70,42,100,336,6411
E7279,43,93,84,74,42,336,6412
E2646,85,59,49,73,70,336,6413
E1083,63,86,65,58,64,336,6414
E4976,63,49,56,89,79,336,6415
E3865,45,98,62,54,77,336,6416
E4547,70,96,47,77,46,336,6417
E0170,55,63,76,57,85,336,6418
E5810,80,77,41,87,51,336,6419
E5462,84,47,46,98,61,336,6420
E0820,90,58,45,99,44,336,6421
E7614,82,92,50,51,61,336,6422
E3523,86,55,75,51,69,336,6423
E4102,85,52,62,54,83,336,6424
E9280,81,59,44,97,55,336,6425
E6434,85,59,83,67,42,336,6426
E0875,75,48,74,91,48,336,6427
E0827,98,57,66,57,58,336,6428
E1041,93,69,67,55,52,336,6429
E9271,48,86,48,54,100,336,6430
E7337,42,88,86,49,71,336,6431
E3371,67,84,49,49,87,336,6432
E4109,71,77,69,53,66,336,6433
E8338,50,70,60,92,64,336,6434
E7300,76,46,52,97,65,336,6435
E9990,81,41,74,72,68,336,6436
E7889,70,83,43,47,93,336,6437
E0908,73,85,43,43,92,336,6438
E9856,85,55,82,69,45,336,6439
E9944,61,49,77,68,81,336,6440
E9213,58,88,63,46,81,336,6441
E2173,83,47,77,47,82,336,6442
E0087,67,47,91,78,53,336,6443
E1324,83,62,52,50,89,336,6444
E3680,73,55,86,51,71,336,6445
E4278,92,72,67,60,45,336,6446
E9354,67,82,63,62,62,336,6447
E9917,42,84,64,91,55,336,6448
E3582,45,54,93,50,94,336,6449
E3863,63,93,66,69,45,336,6450
E6945,79,62,49,63,83,336,6451
E9124,59,98,72,65,42,336,6452
E8852,64,82,68,77,45,336,6453
E8142,68,77,53,65,73,336,6454
E5736,62,58,73,82,61,336,6455
E8653,62,88,77,65,44,336,6456
E7501,81,65,73,43,74,336,6457
E8344,84,99,42,71,40,336,6458
E8976,52,83,74,46,81,336,6459
E0024,85,47,74,55,75,336,6460
E8018,70,47,91,73,55,336,6461
E3978,73,61,78,54,70,336,6462
E9459,75,83,78,41,59,336,6463
E7607,68,94,43,84,47,336,6464
E8624,80,51,90,64,51,336,6465
E0421,41,77,85,61,72,336,6466
E8957,57,88,41,94,56,336,6467
E1655,95,47,75,67,52,336,6468
E3436,65,78,89,51,53,336,6469
E8754,70,80,55,65,65,335,6470
E1471,57,97,62,63,56,335,6471
E3713,61,81,59,52,82,335,6472
E8281,97,43,58,58,79,335,6473
E4286,41,72,51,90,81,335,6474
E8923,65,46,97,61,66,335,6475
E3552,45,57,73,73,87,335,6476
E2199,89,57,60,66,63,335,6477
E3309,92,68,66,61,48,335,6478
E8410,59,93,87,45,51,335,6479
E7424,46,84,64,100,41,335,6480
E3002,75,56,56,88,60,335,6481
E7603,44,72,69,98,52,335,6482
E1118,76,73,77,51,58,335,6483
E6720,63,77,63,64,68,335,6484
E7485,62,86,56,82,49,335,6485
E7548,51,49,80,68,87,335,6486
E6440,81,72,53,47,82,335,6487
E9983,76,79,62,64,54,335,6488
E2857,55,88,88,51,53,335,6489
E1461,92,63,84,49,47,335,6490
E4743,62,60,94,64,55,335,6491
E0487,52,57,91,71,64,335,6492
E4335,64,65,56,65,85,335,6493
E7035,51,63,99,70,52,335,6494
E5915,82,89,60,45,59,335,6495
E8401,67,69,81,53,65,335,6496
E8022,45,82,91,69,48,335,6497
E7069,89,65,71,55,55,335,6498
E9008,69,51,78,77,60,335,6499
E3528,59,84,44,69,79,335,6500
E8572,41,92,48,92,62,335,6501
E3629,63,76,63,82,51,335,6502
E8588,68,85,40,82,60,335,6503
E5510,40,85,77,58,75,335,6504
E3709,90,54,59,55,77,335,6505
E9808,88,65,91,51,40,335,6506
E5338,51,91,72,44,77,335,6507
E6264,54,45,92,89,55,335,6508
E0372,56,75,63,95,46,335,6509
E3765,51,90,41,88,65,335,6510
E9686,74,42,66,99,54,335,6511
E4193,61,78,48,93,55,335,6512
E7366,42,77,93,44,79,335,6513
E3001,59,81,72,70,53,335,6514
E4680,60,45,90,84,56,335,6515
E2011,100,51,41,46,97,335,6516
E1348,100,62,40,43,90,335,6517
E8393,56,69,94,69,47,335,6518
E3817,70,84,44,62,75,335,6519
E4740,87,86,46,55,61,335,6520
E7884,53,69,98,64,51,335,6521
E9205,69,88,54,68,56,335,6522
E6826,50,74,64,76,71,335,6523
E0957,44,85,63,92,51,335,6524
E9313,100,59,40,50,86,335,6525
E7152,73,61,72,84,45,335,6526
E4893,53,74,50,70,88,335,6527
E8961,85,74,60,47,69,335,6528
E0824,53,70,87,42,83,335,6529
E3493,43,88,65,52,87,335,6530
E3007,72,50,89,77,47,335,6531
E8147,59,67,71,98,40,335,6532
E4590,46,59,99,57,74,335,6533
E6934,46,73,40,81,95,335,6534
E8282,83,56,43,74,79,335,6535
E1940,41,79,65,90,60,335,6536
E1288,44,66,88,47,90,335,6537
E3142,56,48,44,87,100,335,6538
E2428,49,74,84,77,51,335,6539
E2637,47,98,69,62,59,335,6540
E0377,58,73,55,78,71,335,6541
E9764,40,41,100,70,84,335,6542
E5596,69,84,44,90,48,335,6543
E3476,63,72,52,97,51,335,6544
E3157,48,60,68,73,86,335,6545
E6692,58,84,49,95,49,335,6546
E1853,48,63,54,90,80,335,6547
E5769,41,79,66,50,99,335,6548
E9250,97,76,56,58,48,335,6549
E3433,43,70,86,62,74,335,6550
E4122,72,65,55,76,67,335,6551
E2073,82,58,66,41,88,335,6552
E5064,46,87,62,80,59,334,6553
E5133,85,57,72,48,72,334,6554
E0984,61,40,76,70,87,334,6555
E7128,71,93,76,43,51,334,6556
E1047,42,59,79,69,85,334,6557
E2499,54,61,80,78,61,334,6558
E0461,93,80,40,60,61,334,6559
E4696,63,65,72,94,40,334,6560
E9185,49,58,82,95,50,334,6561
E8581,95,46,84,45,64,334,6562
E8872,78,54,74,53,75,334,6563
E6876,78,83,47,56,70,334,6564
E9156,96,68,75,44,51,334,6565
E3882,92,44,48,66,84,334,6566
E9137,59,88,62,84,41,334,6567
E1886,85,72,62,64,51,334,6568
E9816,67,50,88,55,74,334,6569
E9396,74,76,41,84,59,334,6570
E0826,90,88,46,63,47,334,6571
E9833,73,74,73,61,53,334,6572
E5557,66,86,47,86,49,334,6573
E8224,95,48,41,51,99,334,6574
E7944,48,52,100,61,73,334,6575
E4086,93,61,48,79,53,334,6576
E0663,74,51,64,85,60,334,6577
E5520,80,55,89,40,70,334,6578
E9321,76,58,77,63,60,334,6579
E8461,72,57,73,65,67,334,6580
E2028,68,96,55,43,72,334,6581
E4151,59,58,87,89,41,334,6582
E8892,93,46,74,77,44,334,6583
E8564,50,83,41,96,64,334,6584
E2235,86,45,47,68,88,334,6585
E9262,65,40,100,58,71,334,6586
E0201,52,60,88,70,64,334,6587
E3149,41,76,81,90,46,334,6588
E8964,48,68,60,60,98,334,6589
E6255,54,81,60,60,79,334,6590
E0252,84,79,66,62,43,334,6591
E7867,50,67,77,62,78,334,6592
E4649,73,97,52,48,64,334,6593
E4380,75,44,54,61,100,334,6594
E5786,88,44,50,84,68,334,6595
E4938,88,45,80,49,72,334,6596
E0983,45,85,87,50,67,334,6597
E0200,99,74,67,47,47,334,6598
E3177,84,60,50,58,82,334,6599
E5184,42,68,86,87,51,334,6600
E7829,62,77,50,64,81,334,6601
E3603,83,54,61,95,41,334,6602
E9081,66,68,47,82,71,334,6603
E4365,63,70,81,80,40,334,6604
E7612,51,42,89,85,67,334,6605
E5085,94,56,44,40,100,334,6606
E5588,84,51,64,87,48,334,6607
E3851,93,57,70,41,73,334,6608
E0362,63,73,63,60,75,334,6609
E6800,93,42,74,74,51,334,6610
E4806,81,95,43,75,40,334,6611
E0203,59,95,87,49,44,334,6612
E8713,50,61,75,89,59,334,6613
E0436,72,58,69,59,76,334,6614
E0132,51,88,49,68,78,334,6615
E4655,80,92,66,41,55,334,6616
E2588,93,59,43,90,49,334,6617
E8983,54,62,82,88,48,334,6618
E1505,62,87,42,68,75,334,6619
E6628,46,68,68,97,55,334,6620
E7503,49,99,52,87,47,334,6621
E6254,90,62,55,74,53,334,6622
E6313,82,86,76,43,47,334,6623
E6471,85,56,77,57,59,334,6624
E3561,71,93,86,43,41,334,6625
E6342,61,89,66,68,50,334,6626
E2328,62,68,54,96,54,334,6627
E7229,81,62,66,52,73,334,6628
E1620,68,49,85,86,46,334,6629
E2189,74,51,79,42,88,334,6630
E3053,75,76,67,49,67,334,6631
E6212,48,64,59,70,93,334,6632
E2705,40,42,93,65,94,334,6633
E1698,83,42,98,63,48,334,6634
E4056,72,97,43,82,40,334,6635
E7262,59,82,58,62,73,334,6636
E1729,77,66,88,56,47,334,6637
E1063,43,72,77,85,57,334,6638
E0300,54,90,46,99,45,334,6639
E4768,69,80,76,40,69,334,6640
E6032,100,50,60,61,63,334,6641
E0643,69,65,51,73,76,334,6642
E3096,83,55,82,72,42,334,6643
E6843,46,49,78,100,61,334,6644
E3404,100,62,58,68,46,334,6645
E4166,64,51,94,77,48,334,6646
E5870,99,51,96,40,48,334,6647
E1753,60,88,44,74,68,334,6648
E5640,76,43,80,74,60,333,6649
E3353,59,80,49,71,74,333,6650
E4642,95,57,44,48,89,333,6651
E6435,47,81,78,86,41,333,6652
E1000,47,75,52,98,61,333,6653
E1441,61,96,58,52,66,333,6654
E9173,71,59,41,88,74,333,6655
E9961,91,55,68,77,42,333,6656
E1390,65,71,58,66,73,333,6657
E9123,69,42,52,91,79,333,6658
E8793,83,82,41,57,70,333,6659
E2691,78,52,62,47,94,333,6660
E3416,44,56,91,59,83,333,6661
E0893,56,51,44,93,89,333,6662
E7311,59,96,55,41,82,333,6663
E2293,93,85,70,44,41,333,6664
E2494,54,87,49,54,89,333,6665
E0791,67,52,75,45,94,333,6666
E8645,97,48,63,76,49,333,6667
E3988,93,46,73,53,68,333,6668
E4638,76,62,62,70,63,333,6669
E0020,53,81,65,56,78,333,6670
E4463,53,60,71,53,96,333,6671
E1280,43,86,96,64,44,333,6672
E2968,58,60,58,71,86,333,6673
E8317,71,60,66,65,71,333,6674
E4996,65,48,92,59,69,333,6675
E8416,93,84,70,40,46,333,6676
E2936,66,57,50,63,97,333,6677
E5930,70,59,86,48,70,333,6678
E0637,75,82,66,59,51,333,6679
E0736,90,59,76,55,53,333,6680
E4640,75,76,57,51,74,333,6681
E2061,68,67,46,78,74,333,6682
E7712,47,74,63,52,97,333,6683
E9780,44,70,46,89,84,333,6684
E5437,40,99,97,55,42,333,6685
E5551,70,72,78,56,57,333,6686
E6891,82,64,48,95,44,333,6687
E6147,90,87,40,64,52,333,6688
E8718,48,50,74,79,82,333,6689
E4469,94,44,53,71,71,333,6690
E9333,69,64,48,52,100,333,6691
E4373,56,56,51,88,82,333,6692
E8896,58,83,40,80,72,333,6693
E6923,63,90,61,60,59,333,6694
E4089,47,96,53,60,77,333,6695
E9255,93,70,52,56,62,333,6696
E9385,61,58,40,88,86,333,6697
E9431,42,55,96,48,92,333,6698
E1585,72,80,82,50,49,333,6699
E3960,84,69,54,79,47,333,6700
E4284,89,89,42,56,57,333,6701
E7731,56,94,87,45,51,333,6702
E6392,57,50,59,85,82,333,6703
E2566,43,63,85,66,76,333,6704
E1825,69,82,50,69,63,333,6705
E1182,42,58,81,75,77,333,6706
